№;Регистрационный номер;Дата регистрации;Возраст компании, лет;Дата ликвидации;Организационно-правовая форма;Форма собственности;2020, Среднесписочная численность работников;2021, Среднесписочная численность работников;2022, Среднесписочная численность работников;2023, Среднесписочная численность работников;2024, Среднесписочная численность работников;Важная информация;Реестры СПАРКа;2020, Доходы, RUB;2021, Доходы, RUB;2022, Доходы, RUB;2023, Доходы, RUB;2024, Доходы, RUB;2020, Активы  всего, RUB;2021, Активы  всего, RUB;2022, Активы  всего, RUB;2023, Активы  всего, RUB;2024, Активы  всего, RUB;2020, Совокупный долг, RUB;2021, Совокупный долг, RUB;2022, Совокупный долг, RUB;2023, Совокупный долг, RUB;2024, Совокупный долг, RUB;2020, Выручка, RUB;2021, Выручка, RUB;2022, Выручка, RUB;2023, Выручка, RUB;2024, Выручка, RUB;2024, Чистая прибыль (убыток), RUB
1 041;1176196011177;10.03.2017;8;27.12.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;63;30;16;1;2;Ликвидировано (27.12.2024).;"""Реестр операторов, осуществляющих обработку персональных данных""";147 725 000;84 632 000;63 379 000;2 000;0;22 720 000;16 982 000;3 773 000;2 082 000;;45 088 000;43 149 000;28 473 000;2 016 000;;147 399 000;84 061 000;63 208 000;;;
1 042;1197746622150;21.10.2019;5;26.06.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;73;24;;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (26.06.2023).;;100 261 000;6 216 000;;;;49 413 000;6 489 000;;;;47 170 000;5 000;;;;100 115 000;6 216 000;;;;
1 043;1117847356681;25.08.2011;14;10.04.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;221;205;186;188;;Прекратило деятельность при присоединении (10.04.2024).;;614 844 000;803 263 000;790 584 000;666 567 000;;127 844 000;164 309 000;364 936 000;282 012 000;;26 520 000;45 395 000;274 163 000;159 693 000;;611 543 000;801 604 000;789 026 000;661 151 000;;
1 044;1137746955114;16.10.2013;12;17.12.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;3;11;19;15;;Ликвидировано (17.12.2024).;"""Участник Хартии АТС""";52 875 000;111 575 000;103 012 000;101 349 000;;11 193 000;19 561 000;13 202 000;5 265 000;;1 665 000;2 275 000;3 055 000;475 000;;52 387 000;105 640 000;99 367 000;101 195 000;;
1 045;1123620000305;13.06.2012;13;28.03.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;30;33;26;6;;Ликвидировано (28.03.2025).;"""Реестр перевозчиков зерна""";53 385 000;64 446 000;39 785 000;27 326 000;35 092 000;91 808 000;95 666 000;123 008 000;35 866 000;11 487 000;24 015 000;17 981 000;43 005 000;22 678 000;;53 101 000;46 776 000;37 374 000;13 243 000;3 618 000;-2 498 000
1 046;1187847112749;19.04.2018;7;10.07.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;45;136;126;44;;Ликвидировано (10.07.2024).;;32 601 000;201 940 000;702 975 000;191 814 000;;177 723 000;315 646 000;475 588 000;43 198 000;;341 040 000;725 619 000;321 755 000;53 008 000;;30 025 000;191 056 000;163 403 000;67 208 000;;
1 047;1172801004584;21.04.2017;8;29.12.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;27;27;30;30;;Прекратило деятельность при присоединении (29.12.2023).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Перечень лиц, на которых распространялось действие моратория на банкротство""";49 548 000;57 201 000;63 208 000;;;34 300 000;5 968 000;45 109 000;;;34 133 000;5 590 000;41 383 000;;;45 027 000;56 709 000;57 195 000;;;
1 048;1147746971415;26.08.2014;11;16.01.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;29;30;19;1;;Ликвидировано (16.01.2024).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Перечень лиц, на которых распространялось действие моратория на банкротство""";30 087 000;53 868 000;44 545 000;0;;102 562 000;110 905 000;120 291 000;;;71 914 000;78 412 000;79 335 000;;;29 286 000;50 040 000;40 166 000;;;
1 049;1117847637225;22.12.2011;13;12.10.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;614;600;629;500;;Прекратило деятельность при присоединении (12.10.2023).;"""Реестр операторов, осуществляющих обработку персональных данных""";870 249 000;1 009 679 000;1 156 928 000;;;316 449 000;171 939 000;1 060 125 000;;;296 111 000;141 698 000;1 052 975 000;;;854 088 000;944 111 000;1 100 513 000;;;
1 050;1114212004070;18.11.2011;13;13.02.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;233;104;19;3;;Ликвидировано (13.02.2025).;;296 287 000;83 802 000;30 287 000;7 313 000;;153 913 000;117 744 000;119 827 000;120 751 000;;36 714 000;105 653 000;108 042 000;100 092 000;;275 094 000;73 671 000;29 069 000;890 000;;
1 051;1187154020415;07.09.2018;7;16.03.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;25;19;;;;Ликвидировано (16.03.2022).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";20 071 000;32 571 000;0;;;17 388 000;628 000;125 000;;;30 786 000;173 000;;;;18 111 000;30 801 000;;;;
1 052;1164205070480;25.07.2016;9;22.01.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;33;35;37;19;;Ликвидировано (22.01.2024).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Перечень лиц, на которых распространялось действие моратория на банкротство""";68 428 000;110 675 000;130 468 000;81 691 000;0;15 491 000;30 835 000;33 547 000;2 105 000;;13 365 000;15 899 000;13 618 000;;;66 538 000;104 079 000;129 186 000;80 674 000;;
1 053;1184704006431;04.05.2018;7;02.03.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;28;28;28;;;Прекратило деятельность при присоединении (02.03.2023).;;54 115 000;199 488 000;218 601;;;31 646 000;160 432 000;228 703 000;;;3 249 000;1 267 000;2 887 000;;;54 105 000;197 199 000;218 357 000;;;
1 054;1165027057700;11.08.2016;9;19.05.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;22;19;19;19;17;Исключение юридического лица из ЕГРЮЛ в связи с наличием оснований, предусмотренных статьей 21.3 Федерального закона от 08.08.2001 № 129-ФЗ «О государственной регистрации юридических лиц и индивидуальных предпринимателей» (19.05.2025).;;24 560 000;26 165 000;29 295 000;29 692 000;27 282 000;1 523 000;1 117 000;1 004 000;861 000;750 000;491 000;502 000;811 000;633 000;243 000;24 560 000;26 146 000;29 295 000;29 688 000;27 250 000;279 000
1 055;1177746177850;22.02.2017;8;27.04.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;28;33;35;;;Прекратило деятельность при присоединении (27.04.2023).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";99 567 000;113 352 000;153 063 000;;;20 512 000;28 856 000;58 714 000;;;27 910 000;21 908 000;42 457 000;;;97 813 000;104 973 000;151 312 000;;;
1 056;1153123015088;07.10.2015;10;04.03.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;87;42;;;;Ликвидировано (04.03.2022).;;498 216;180 712;;;;83 710 000;833 000;;;;71 474 000;13 000;;;;494 999 000;178 377 000;;;;
1 057;1163123059725;31.03.2016;9;04.03.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;85;42;;;;Ликвидировано (04.03.2022).;;478 259;173 990;;;;82 852 000;9 259 000;;;;63 097 000;11 000;;;;477 601 000;172 478 000;;;;
